ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,USUARIO_ID,MANTENIMIENTO_ID
7882,VANDALISMO,2024-09-11T00:00:00,ABIERTA,['793-01-8375'],"['MNT-02293', 'MNT-07433']"
7883,ROTURA,2024-04-04T00:00:00,CERRADA,['202-40-3277'],['MNT-14458']
7884,VANDALISMO,2024-02-24T00:00:00,CERRADA,['806-28-0552'],['MNT-13902']
7885,DESGASTE,2024-05-02T00:00:00,ABIERTA,['909-57-0526'],['MNT-10086']
7886,ROTURA,2023-12-21T00:00:00,CERRADA,['823-57-1854'],"['MNT-09920', 'MNT-11777']"
7887,MAL FUNCIONAMIENTO,2024-06-25T00:00:00,CERRADA,['971-31-5392'],"['MNT-00091', 'MNT-05104']"
7888,ROTURA,2024-07-26T00:00:00,CERRADA,['729-48-9069'],['MNT-00617']
7889,VANDALISMO,2024-06-20T00:00:00,CERRADA,['140-87-6960'],"['MNT-05331', 'MNT-09955']"
7890,MAL FUNCIONAMIENTO,2023-12-19T00:00:00,CERRADA,['982-62-6526'],['MNT-10314']
7891,VANDALISMO,2024-04-07T00:00:00,ABIERTA,['724-17-7136'],"['MNT-09520', 'MNT-09903']"
7892,MAL FUNCIONAMIENTO,2023-12-18T00:00:00,ABIERTA,['773-91-6002'],['MNT-14714']
7893,DESGASTE,2024-08-31T00:00:00,ABIERTA,['464-00-9230'],['MNT-02469']
7894,MAL FUNCIONAMIENTO,2023-12-31T00:00:00,CERRADA,['890-76-4343'],['MNT-07432']
7895,DESGASTE,2024-02-20T00:00:00,ABIERTA,['914-06-7726'],['MNT-05423']
7896,VANDALISMO,2023-10-26T00:00:00,CERRADA,['323-67-0377'],['MNT-08887']
7897,MAL FUNCIONAMIENTO,2023-12-14T00:00:00,ABIERTA,['912-70-8023'],['MNT-06551']
7898,DESGASTE,2024-02-01T00:00:00,CERRADA,['005-53-2474'],['MNT-14226']
7899,MAL FUNCIONAMIENTO,2024-02-04T00:00:00,ABIERTA,['230-20-9297'],['MNT-13546']
7900,ROTURA,2024-03-18T00:00:00,CERRADA,['144-44-3419'],['MNT-05546']
7901,ROTURA,2024-03-10T00:00:00,ABIERTA,['314-24-2004'],['MNT-01000']
7902,ROTURA,2024-04-03T00:00:00,ABIERTA,['673-27-1871'],"['MNT-02584', 'MNT-13327']"
7903,ROTURA,2024-01-30T00:00:00,ABIERTA,['228-13-8126'],['MNT-07125']
7904,MAL FUNCIONAMIENTO,2024-07-19T00:00:00,CERRADA,['875-59-0187'],['MNT-13143']
7905,MAL FUNCIONAMIENTO,2024-04-15T00:00:00,CERRADA,['743-15-5930'],['MNT-06811']
7906,MAL FUNCIONAMIENTO,2023-12-18T00:00:00,CERRADA,['314-22-6528'],['MNT-00483']
7907,ROTURA,2023-11-03T00:00:00,CERRADA,['383-56-4259'],['MNT-12304']
7908,VANDALISMO,2024-03-25T00:00:00,ABIERTA,['301-25-6988'],['MNT-01897']
7909,VANDALISMO,2024-06-04T00:00:00,CERRADA,['532-67-0786'],"['MNT-03585', 'MNT-13604']"
7910,ROTURA,2024-06-29T00:00:00,ABIERTA,['016-06-5913'],['MNT-14433']
7911,VANDALISMO,2024-08-28T00:00:00,ABIERTA,['316-95-2923'],['MNT-10121']
7912,ROTURA,2024-08-12T00:00:00,ABIERTA,['417-79-0797'],['MNT-10609']
7913,VANDALISMO,2024-07-31T00:00:00,CERRADA,['888-18-8566'],"['MNT-03803', 'MNT-06320']"
7914,MAL FUNCIONAMIENTO,2024-05-04T00:00:00,CERRADA,['802-66-2994'],['MNT-04927']
7915,VANDALISMO,2024-09-10T00:00:00,CERRADA,['801-37-2173'],['MNT-09853']
7916,MAL FUNCIONAMIENTO,2023-12-16T00:00:00,ABIERTA,['331-51-0434'],['MNT-04637']
7917,VANDALISMO,2024-03-28T00:00:00,ABIERTA,['224-46-0448'],['MNT-02080']
7918,ROTURA,2024-08-17T00:00:00,CERRADA,['205-49-9714'],['MNT-03758']
7919,ROTURA,2024-02-15T00:00:00,ABIERTA,['516-16-2037'],['MNT-09397']
7920,ROTURA,2023-12-08T00:00:00,CERRADA,['198-79-6245'],['MNT-00407']
7921,DESGASTE,2023-11-30T00:00:00,CERRADA,['954-56-1350'],['MNT-06493']
7922,ROTURA,2024-04-14T00:00:00,ABIERTA,['151-78-7213'],['MNT-03802']
7923,ROTURA,2024-08-11T00:00:00,CERRADA,['447-15-5280'],['MNT-12823']
7924,MAL FUNCIONAMIENTO,2024-03-08T00:00:00,ABIERTA,['880-05-2045'],['MNT-07003']
7925,ROTURA,2024-03-18T00:00:00,CERRADA,['060-11-4040'],['MNT-09022']
7926,VANDALISMO,2023-12-25T00:00:00,ABIERTA,['567-56-9266'],['MNT-08214']
7927,DESGASTE,2024-06-21T00:00:00,CERRADA,['675-68-4968'],['MNT-12208']
7928,VANDALISMO,2024-02-13T00:00:00,ABIERTA,['904-53-5942'],['MNT-06873']
7929,DESGASTE,2024-07-01T00:00:00,CERRADA,['741-54-5897'],['MNT-05416']
7930,MAL FUNCIONAMIENTO,2023-12-22T00:00:00,ABIERTA,['933-82-3594'],['MNT-01363']
7931,ROTURA,2024-02-13T00:00:00,ABIERTA,['925-12-6308'],['MNT-13149']
7932,MAL FUNCIONAMIENTO,2023-11-10T00:00:00,ABIERTA,['611-68-2609'],['MNT-12157']
7933,VANDALISMO,2024-08-27T00:00:00,ABIERTA,['580-40-7687'],['MNT-04499']
7934,VANDALISMO,2024-07-17T00:00:00,CERRADA,['004-68-5916'],['MNT-13043']
7935,ROTURA,2024-06-08T00:00:00,CERRADA,['048-98-4438'],['MNT-09167']
7936,ROTURA,2024-06-09T00:00:00,CERRADA,['329-06-7934'],['MNT-05112']
7937,MAL FUNCIONAMIENTO,2024-09-23T00:00:00,ABIERTA,['669-96-2721'],['MNT-11077']
7938,MAL FUNCIONAMIENTO,2024-02-21T00:00:00,ABIERTA,['794-41-0776'],"['MNT-10020', 'MNT-10360']"
7939,MAL FUNCIONAMIENTO,2024-04-14T00:00:00,CERRADA,['641-85-5202'],"['MNT-00931', 'MNT-12035']"
7940,DESGASTE,2023-12-04T00:00:00,ABIERTA,['104-69-4154'],['MNT-01627']
7941,MAL FUNCIONAMIENTO,2024-03-12T00:00:00,ABIERTA,['502-32-5406'],['MNT-10482']
7942,MAL FUNCIONAMIENTO,2023-12-07T00:00:00,ABIERTA,['042-95-5023'],['MNT-02166']
7943,DESGASTE,2024-02-03T00:00:00,ABIERTA,['447-09-9879'],['MNT-12139']
7944,ROTURA,2024-04-05T00:00:00,ABIERTA,['845-86-9381'],['MNT-14595']
7945,MAL FUNCIONAMIENTO,2024-09-21T00:00:00,CERRADA,['310-82-1125'],['MNT-02858']
7946,MAL FUNCIONAMIENTO,2023-12-04T00:00:00,ABIERTA,['748-05-2917'],['MNT-05806']
7947,ROTURA,2024-02-24T00:00:00,ABIERTA,['439-24-5309'],['MNT-11521']
7948,ROTURA,2024-08-25T00:00:00,ABIERTA,['938-48-2244'],['MNT-05501']
7949,MAL FUNCIONAMIENTO,2024-05-17T00:00:00,CERRADA,['834-21-5230'],['MNT-08803']
7950,VANDALISMO,2023-10-19T00:00:00,ABIERTA,['397-68-3310'],['MNT-02413']
7951,MAL FUNCIONAMIENTO,2023-12-31T00:00:00,ABIERTA,['389-34-5806'],"['MNT-08085', 'MNT-10570']"
7952,VANDALISMO,2024-03-15T00:00:00,ABIERTA,['423-14-1421'],"['MNT-10187', 'MNT-12158']"
7953,DESGASTE,2024-09-18T00:00:00,CERRADA,['539-52-5884'],['MNT-11151']
7954,DESGASTE,2024-07-10T00:00:00,CERRADA,['519-44-9342'],['MNT-07265']
7955,DESGASTE,2023-12-19T00:00:00,CERRADA,['004-63-6542'],['MNT-08604']
7956,MAL FUNCIONAMIENTO,2024-09-22T00:00:00,CERRADA,['056-11-9796'],['MNT-05292']
7957,DESGASTE,2024-09-12T00:00:00,CERRADA,['545-35-5889'],['MNT-10641']
7958,ROTURA,2023-11-15T00:00:00,CERRADA,['845-40-4850'],['MNT-01930']
7959,ROTURA,2024-08-21T00:00:00,CERRADA,['688-19-0261'],"['MNT-00915', 'MNT-12467']"
7960,VANDALISMO,2024-03-26T00:00:00,CERRADA,['544-11-1006'],['MNT-13756']
7961,VANDALISMO,2024-10-02T00:00:00,ABIERTA,['686-33-3498'],['MNT-07187']
7962,VANDALISMO,2024-06-08T00:00:00,CERRADA,['655-41-5809'],['MNT-02434']
7963,VANDALISMO,2024-01-24T00:00:00,ABIERTA,['842-06-8345'],"['MNT-00463', 'MNT-01317', 'MNT-01738']"
7964,ROTURA,2024-04-15T00:00:00,CERRADA,['293-92-8067'],['MNT-09581']
7965,VANDALISMO,2023-12-16T00:00:00,ABIERTA,['088-88-4802'],['MNT-09756']
7966,VANDALISMO,2024-07-01T00:00:00,ABIERTA,['458-56-5925'],['MNT-06196']
7967,DESGASTE,2024-08-13T00:00:00,ABIERTA,['676-83-8849'],['MNT-05675']
7968,MAL FUNCIONAMIENTO,2024-09-07T00:00:00,ABIERTA,['451-03-3679'],['MNT-10114']
7969,ROTURA,2023-12-22T00:00:00,ABIERTA,['637-96-0630'],['MNT-13060']
7970,VANDALISMO,2023-11-02T00:00:00,CERRADA,['940-97-0031'],"['MNT-03621', 'MNT-13025']"
7971,MAL FUNCIONAMIENTO,2024-01-29T00:00:00,ABIERTA,['641-58-9652'],['MNT-02123']
7972,DESGASTE,2023-11-28T00:00:00,ABIERTA,['880-76-5755'],['MNT-12836']
7973,DESGASTE,2023-10-15T00:00:00,ABIERTA,['133-35-6240'],['MNT-05279']
7974,MAL FUNCIONAMIENTO,2024-03-21T00:00:00,CERRADA,['324-74-2036'],['MNT-05842']
7975,MAL FUNCIONAMIENTO,2024-09-05T00:00:00,ABIERTA,['207-14-8986'],['MNT-08159']
7976,ROTURA,2024-04-24T00:00:00,CERRADA,['373-95-8259'],['MNT-00612']
7977,VANDALISMO,2024-01-10T00:00:00,ABIERTA,['661-76-2383'],['MNT-11951']
7978,MAL FUNCIONAMIENTO,2024-01-01T00:00:00,ABIERTA,['769-31-6616'],['MNT-09875']
7979,VANDALISMO,2024-01-03T00:00:00,ABIERTA,['627-93-5661'],['MNT-01408']
7980,MAL FUNCIONAMIENTO,2024-01-11T00:00:00,CERRADA,['122-47-9481'],['MNT-02923']
7981,ROTURA,2024-09-11T00:00:00,CERRADA,['102-36-8705'],['MNT-07877']
7982,MAL FUNCIONAMIENTO,2024-08-04T00:00:00,ABIERTA,['415-95-8812'],['MNT-01598']
7983,ROTURA,2024-03-18T00:00:00,CERRADA,['361-93-3695'],['MNT-14077']
7984,VANDALISMO,2024-10-06T00:00:00,ABIERTA,['025-98-5105'],"['MNT-04208', 'MNT-12164']"
7985,MAL FUNCIONAMIENTO,2023-12-16T00:00:00,ABIERTA,['490-30-0521'],['MNT-05728']
7986,ROTURA,2024-09-29T00:00:00,ABIERTA,['931-28-2032'],['MNT-07398']
7987,MAL FUNCIONAMIENTO,2024-08-05T00:00:00,ABIERTA,['936-88-8374'],['MNT-10967']
7988,DESGASTE,2024-07-15T00:00:00,CERRADA,['310-20-9670'],"['MNT-00056', 'MNT-00774']"
7989,MAL FUNCIONAMIENTO,2023-12-10T00:00:00,ABIERTA,['687-28-8416'],['MNT-13228']
7990,ROTURA,2024-01-22T00:00:00,ABIERTA,['129-42-7181'],"['MNT-00200', 'MNT-07488']"
7991,VANDALISMO,2024-11-08T00:00:00,CERRADA,['546-00-0140'],['MNT-12486']
7992,DESGASTE,2024-09-24T00:00:00,CERRADA,['244-47-1469'],['MNT-08889']
7993,ROTURA,2024-05-01T00:00:00,ABIERTA,['472-52-3805'],['MNT-11453']
7994,VANDALISMO,2024-04-23T00:00:00,ABIERTA,['562-63-9967'],['MNT-13597']
7995,DESGASTE,2023-12-20T00:00:00,CERRADA,['562-51-6195'],['MNT-05121']
7996,MAL FUNCIONAMIENTO,2024-09-12T00:00:00,ABIERTA,['407-02-8830'],['MNT-00981']
7997,VANDALISMO,2024-04-22T00:00:00,CERRADA,['234-54-8935'],"['MNT-10919', 'MNT-11258']"
7998,DESGASTE,2024-05-20T00:00:00,ABIERTA,['480-03-9749'],['MNT-08165']
7999,DESGASTE,2024-03-25T00:00:00,CERRADA,['487-85-5055'],['MNT-03964']
8000,VANDALISMO,2024-06-23T00:00:00,ABIERTA,['032-43-1311'],['MNT-06609']
8001,VANDALISMO,2024-06-17T00:00:00,ABIERTA,['733-86-8252'],['MNT-04968']
8002,DESGASTE,2023-10-20T00:00:00,CERRADA,['610-33-4889'],['MNT-05681']
8003,DESGASTE,2024-10-04T00:00:00,CERRADA,['990-07-6790'],"['MNT-04356', 'MNT-11765']"
8004,MAL FUNCIONAMIENTO,2024-01-21T00:00:00,CERRADA,['315-89-9938'],['MNT-06289']
8005,VANDALISMO,2023-12-25T00:00:00,ABIERTA,['048-06-1583'],['MNT-00842']
8006,VANDALISMO,2024-06-27T00:00:00,CERRADA,['761-13-3157'],['MNT-02632']
8007,VANDALISMO,2024-09-20T00:00:00,ABIERTA,['084-60-1147'],['MNT-04940']
8008,ROTURA,2024-07-12T00:00:00,ABIERTA,['350-11-5893'],"['MNT-03396', 'MNT-03782']"
8009,MAL FUNCIONAMIENTO,2024-09-03T00:00:00,CERRADA,['860-06-0849'],['MNT-14097']
8010,DESGASTE,2023-10-18T00:00:00,CERRADA,['931-80-1515'],"['MNT-02304', 'MNT-04738']"
8011,ROTURA,2024-02-14T00:00:00,ABIERTA,['205-32-4141'],['MNT-01445']
8012,MAL FUNCIONAMIENTO,2024-06-02T00:00:00,CERRADA,['006-22-9500'],['MNT-06444']
8013,VANDALISMO,2023-12-23T00:00:00,ABIERTA,['861-44-7911'],"['MNT-01336', 'MNT-13356']"
8014,MAL FUNCIONAMIENTO,2024-07-01T00:00:00,CERRADA,['955-02-9041'],['MNT-05159']
8015,VANDALISMO,2024-04-21T00:00:00,CERRADA,['666-11-1155'],['MNT-09121']
8016,DESGASTE,2024-04-03T00:00:00,ABIERTA,['122-12-6420'],"['MNT-05370', 'MNT-07595']"
8017,MAL FUNCIONAMIENTO,2024-03-02T00:00:00,CERRADA,['962-64-4424'],['MNT-02504']
8018,ROTURA,2024-07-04T00:00:00,ABIERTA,['359-91-7006'],['MNT-00685']
8019,DESGASTE,2024-09-18T00:00:00,CERRADA,['549-28-7386'],['MNT-07706']
8020,ROTURA,2024-09-10T00:00:00,CERRADA,['942-17-4347'],['MNT-13185']
8021,VANDALISMO,2024-09-30T00:00:00,CERRADA,['703-90-3089'],['MNT-09322']
8022,VANDALISMO,2024-04-28T00:00:00,CERRADA,['032-93-5651'],['MNT-14870']
8023,MAL FUNCIONAMIENTO,2024-07-19T00:00:00,CERRADA,['298-33-8654'],"['MNT-02197', 'MNT-11035', 'MNT-13321']"
8024,VANDALISMO,2024-01-22T00:00:00,ABIERTA,['942-27-2767'],['MNT-01633']
8025,DESGASTE,2024-03-28T00:00:00,CERRADA,['777-83-3865'],['MNT-02713']
8026,MAL FUNCIONAMIENTO,2024-03-09T00:00:00,CERRADA,['085-97-4774'],['MNT-02445']
8027,VANDALISMO,2024-03-08T00:00:00,CERRADA,['387-79-4327'],['MNT-04637']
8028,DESGASTE,2024-07-25T00:00:00,CERRADA,['020-85-3288'],['MNT-07743']
8029,VANDALISMO,2024-04-21T00:00:00,ABIERTA,['962-92-4115'],['MNT-03446']
8030,VANDALISMO,2024-06-23T00:00:00,ABIERTA,['830-40-6870'],['MNT-06553']
8031,VANDALISMO,2024-09-04T00:00:00,CERRADA,['530-21-9840'],['MNT-12894']
8032,DESGASTE,2024-03-02T00:00:00,ABIERTA,['275-73-4039'],['MNT-07399']
8033,VANDALISMO,2024-07-17T00:00:00,CERRADA,['693-00-5934'],['MNT-03169']
8034,DESGASTE,2024-04-27T00:00:00,ABIERTA,['415-28-0099'],['MNT-01732']
8035,ROTURA,2024-05-17T00:00:00,CERRADA,['460-94-4766'],['MNT-10490']
8036,MAL FUNCIONAMIENTO,2024-05-13T00:00:00,ABIERTA,['588-75-7546'],['MNT-12564']
8037,DESGASTE,2023-10-25T00:00:00,ABIERTA,['053-94-9819'],['MNT-00937']
8038,ROTURA,2024-03-18T00:00:00,ABIERTA,['162-61-5001'],['MNT-12811']
8039,MAL FUNCIONAMIENTO,2024-04-22T00:00:00,CERRADA,['009-99-3692'],['MNT-02543']
8040,MAL FUNCIONAMIENTO,2023-12-08T00:00:00,CERRADA,['169-49-3898'],['MNT-01560']
8041,ROTURA,2024-05-11T00:00:00,CERRADA,['829-99-1328'],['MNT-06006']
8042,MAL FUNCIONAMIENTO,2024-03-06T00:00:00,CERRADA,['643-06-2871'],['MNT-13587']
8043,ROTURA,2023-12-10T00:00:00,CERRADA,['203-01-8534'],"['MNT-02969', 'MNT-11842']"
8044,ROTURA,2024-06-01T00:00:00,CERRADA,['673-82-4048'],['MNT-06550']
8045,MAL FUNCIONAMIENTO,2024-08-29T00:00:00,CERRADA,['663-27-1463'],['MNT-05761']
8046,DESGASTE,2023-11-21T00:00:00,ABIERTA,['626-60-8581'],['MNT-08775']
8047,MAL FUNCIONAMIENTO,2024-07-15T00:00:00,CERRADA,['887-20-6732'],['MNT-02826']
8048,MAL FUNCIONAMIENTO,2024-10-07T00:00:00,ABIERTA,['345-67-2933'],['MNT-10684']
8049,DESGASTE,2023-12-24T00:00:00,CERRADA,['330-78-9489'],['MNT-10767']
8050,VANDALISMO,2023-12-21T00:00:00,ABIERTA,['336-40-6905'],['MNT-09399']
8051,MAL FUNCIONAMIENTO,2023-12-16T00:00:00,CERRADA,['274-94-1197'],['MNT-04611']
8052,MAL FUNCIONAMIENTO,2024-05-21T00:00:00,CERRADA,['557-86-8101'],['MNT-10456']
8053,ROTURA,2024-09-09T00:00:00,ABIERTA,['053-06-5165'],['MNT-04133']
8054,ROTURA,2024-07-06T00:00:00,ABIERTA,['144-44-3419'],"['MNT-04402', 'MNT-05725', 'MNT-09000']"
8055,MAL FUNCIONAMIENTO,2024-04-01T00:00:00,CERRADA,['069-22-3163'],['MNT-10711']
8056,VANDALISMO,2024-08-28T00:00:00,CERRADA,['807-22-8446'],['MNT-10313']
8057,ROTURA,2023-12-07T00:00:00,ABIERTA,['257-86-3041'],['MNT-06110']
8058,MAL FUNCIONAMIENTO,2024-03-27T00:00:00,ABIERTA,['144-70-6081'],['MNT-03425']
8059,DESGASTE,2024-01-20T00:00:00,CERRADA,['217-22-2848'],['MNT-14729']
8060,VANDALISMO,2023-11-15T00:00:00,ABIERTA,['531-33-8432'],['MNT-07455']
8061,DESGASTE,2024-05-20T00:00:00,ABIERTA,['679-62-2391'],['MNT-04325']
8062,DESGASTE,2024-07-17T00:00:00,ABIERTA,['925-60-8226'],['MNT-13756']
8063,MAL FUNCIONAMIENTO,2024-07-19T00:00:00,ABIERTA,['268-80-3316'],['MNT-00587']
8064,ROTURA,2024-09-13T00:00:00,ABIERTA,['431-93-0010'],['MNT-09239']
8065,ROTURA,2024-02-14T00:00:00,CERRADA,['414-52-2091'],['MNT-00322']
8066,MAL FUNCIONAMIENTO,2023-10-27T00:00:00,ABIERTA,['561-76-1082'],['MNT-07411']
8067,DESGASTE,2024-08-17T00:00:00,CERRADA,['088-61-1818'],['MNT-11487']
8068,ROTURA,2024-09-13T00:00:00,ABIERTA,['941-42-6758'],"['MNT-04910', 'MNT-05583']"
8069,MAL FUNCIONAMIENTO,2024-04-07T00:00:00,CERRADA,['777-03-0005'],"['MNT-05925', 'MNT-07231']"
8070,DESGASTE,2023-12-03T00:00:00,ABIERTA,['266-11-6077'],['MNT-14175']
8071,ROTURA,2024-02-05T00:00:00,ABIERTA,['038-04-2026'],['MNT-09049']
8072,ROTURA,2024-01-11T00:00:00,CERRADA,['806-68-2226'],['MNT-02613']
8073,VANDALISMO,2024-01-14T00:00:00,ABIERTA,['519-33-6962'],['MNT-03315']
8074,DESGASTE,2023-11-30T00:00:00,CERRADA,['088-60-1696'],['MNT-10503']
8075,DESGASTE,2024-09-29T00:00:00,ABIERTA,['570-12-7802'],['MNT-07393']
8076,MAL FUNCIONAMIENTO,2023-12-11T00:00:00,ABIERTA,['018-13-4578'],['MNT-07629']
8077,DESGASTE,2024-05-19T00:00:00,ABIERTA,['431-56-3897'],['MNT-03570']
8078,ROTURA,2023-10-22T00:00:00,ABIERTA,['673-93-2523'],['MNT-01170']
8079,MAL FUNCIONAMIENTO,2024-05-15T00:00:00,CERRADA,['474-19-4063'],['MNT-04969']
8080,ROTURA,2024-09-13T00:00:00,CERRADA,['242-30-0333'],"['MNT-04633', 'MNT-13657']"
8081,MAL FUNCIONAMIENTO,2023-12-24T00:00:00,ABIERTA,['111-82-2320'],['MNT-08172']
8082,VANDALISMO,2024-08-15T00:00:00,ABIERTA,['282-32-2129'],['MNT-08035']
8083,DESGASTE,2024-09-21T00:00:00,ABIERTA,['231-65-4683'],['MNT-12600']
8084,VANDALISMO,2024-06-22T00:00:00,ABIERTA,['207-23-0984'],"['MNT-01419', 'MNT-11630']"
8085,DESGASTE,2023-10-17T00:00:00,ABIERTA,['255-52-9522'],['MNT-06234']
8086,ROTURA,2024-05-26T00:00:00,CERRADA,['474-08-7900'],['MNT-02058']
8087,DESGASTE,2024-03-19T00:00:00,CERRADA,['441-72-5454'],['MNT-08728']
8088,VANDALISMO,2024-03-28T00:00:00,ABIERTA,['578-00-8737'],['MNT-08543']
8089,DESGASTE,2024-02-27T00:00:00,CERRADA,['930-23-4701'],['MNT-07919']
8090,VANDALISMO,2024-10-03T00:00:00,ABIERTA,['562-57-7166'],['MNT-02546']
8091,ROTURA,2024-08-21T00:00:00,CERRADA,['989-93-7654'],"['MNT-09276', 'MNT-14877']"
8092,DESGASTE,2024-10-13T00:00:00,ABIERTA,['552-89-3569'],['MNT-03224']
8093,MAL FUNCIONAMIENTO,2023-10-23T00:00:00,CERRADA,['083-05-2375'],"['MNT-00176', 'MNT-08930']"
8094,DESGASTE,2024-02-22T00:00:00,ABIERTA,['981-61-1722'],['MNT-08079']
8095,MAL FUNCIONAMIENTO,2023-11-12T00:00:00,ABIERTA,['532-80-0128'],['MNT-06423']
8096,MAL FUNCIONAMIENTO,2024-02-22T00:00:00,CERRADA,['919-13-9422'],['MNT-04176']
8097,DESGASTE,2023-10-21T00:00:00,ABIERTA,['408-21-9728'],['MNT-03872']
8098,DESGASTE,2023-11-23T00:00:00,CERRADA,['587-69-6932'],['MNT-01300']
8099,VANDALISMO,2023-10-16T00:00:00,ABIERTA,['391-06-5792'],['MNT-13966']
8100,VANDALISMO,2024-05-25T00:00:00,ABIERTA,['535-60-6151'],['MNT-06829']
8101,DESGASTE,2024-03-10T00:00:00,ABIERTA,['741-12-8908'],"['MNT-03947', 'MNT-09922']"
8102,MAL FUNCIONAMIENTO,2024-10-01T00:00:00,ABIERTA,['872-73-5723'],['MNT-14387']
8103,MAL FUNCIONAMIENTO,2024-02-28T00:00:00,ABIERTA,['172-51-8192'],['MNT-00714']
8104,ROTURA,2024-06-19T00:00:00,CERRADA,['688-80-4984'],['MNT-05686']
8105,ROTURA,2023-12-10T00:00:00,ABIERTA,['043-47-1743'],['MNT-11691']
8106,ROTURA,2024-06-17T00:00:00,CERRADA,['445-87-8499'],"['MNT-04054', 'MNT-08238', 'MNT-13089']"
8107,ROTURA,2024-05-05T00:00:00,CERRADA,['693-38-7848'],['MNT-14413']
8108,DESGASTE,2024-03-02T00:00:00,ABIERTA,['685-33-2592'],"['MNT-00591', 'MNT-09720']"
8109,MAL FUNCIONAMIENTO,2024-09-07T00:00:00,CERRADA,['488-71-5926'],['MNT-07103']
8110,ROTURA,2023-11-17T00:00:00,CERRADA,['835-57-3680'],['MNT-08149']
8111,DESGASTE,2024-06-16T00:00:00,CERRADA,['876-24-5428'],['MNT-08293']
8112,MAL FUNCIONAMIENTO,2024-06-01T00:00:00,CERRADA,['478-75-7296'],['MNT-02121']
8113,MAL FUNCIONAMIENTO,2024-08-20T00:00:00,CERRADA,['748-39-4839'],['MNT-01645']
8114,VANDALISMO,2023-11-05T00:00:00,CERRADA,['113-84-8942'],['MNT-06605']
8115,DESGASTE,2024-08-25T00:00:00,CERRADA,['180-41-0931'],['MNT-04064']
8116,VANDALISMO,2024-10-10T00:00:00,ABIERTA,['657-49-0915'],['MNT-11708']
8117,ROTURA,2024-08-17T00:00:00,CERRADA,['841-30-8402'],['MNT-04098']
8118,ROTURA,2024-09-13T00:00:00,ABIERTA,['670-07-5532'],['MNT-00020']
8119,DESGASTE,2024-01-15T00:00:00,ABIERTA,['502-10-5284'],['MNT-08117']
8120,MAL FUNCIONAMIENTO,2024-06-04T00:00:00,CERRADA,['471-46-7444'],"['MNT-04031', 'MNT-12053']"
8121,VANDALISMO,2024-01-03T00:00:00,CERRADA,['149-87-4146'],['MNT-07550']
8122,ROTURA,2024-05-02T00:00:00,CERRADA,['621-45-5059'],['MNT-02180']
8123,MAL FUNCIONAMIENTO,2024-01-31T00:00:00,ABIERTA,['433-31-5108'],['MNT-11833']
8124,DESGASTE,2024-07-24T00:00:00,CERRADA,['044-00-9442'],"['MNT-00221', 'MNT-05050']"
8125,MAL FUNCIONAMIENTO,2024-10-08T00:00:00,ABIERTA,['978-87-1037'],['MNT-03215']
8126,ROTURA,2024-02-24T00:00:00,ABIERTA,['221-59-4478'],['MNT-08115']
8127,DESGASTE,2024-06-04T00:00:00,CERRADA,['170-02-2712'],"['MNT-01983', 'MNT-05887']"
8128,DESGASTE,2024-03-17T00:00:00,CERRADA,['513-92-2699'],['MNT-09944']
8129,DESGASTE,2023-11-30T00:00:00,CERRADA,['829-58-9365'],"['MNT-02747', 'MNT-08521']"
8130,ROTURA,2024-06-28T00:00:00,CERRADA,['186-91-8529'],['MNT-12248']
8131,ROTURA,2024-02-03T00:00:00,CERRADA,['667-86-7471'],['MNT-12138']
8132,DESGASTE,2023-11-17T00:00:00,CERRADA,['010-76-9038'],"['MNT-08943', 'MNT-10727']"
8133,DESGASTE,2024-07-19T00:00:00,ABIERTA,['848-53-8428'],['MNT-09313']
8134,MAL FUNCIONAMIENTO,2024-06-06T00:00:00,ABIERTA,['878-23-5744'],"['MNT-07713', 'MNT-08250', 'MNT-13848']"
8135,VANDALISMO,2024-09-12T00:00:00,CERRADA,['168-73-2249'],['MNT-04812']
8136,ROTURA,2024-03-11T00:00:00,CERRADA,['161-66-8136'],['MNT-13070']
8137,ROTURA,2024-05-20T00:00:00,ABIERTA,['319-65-2441'],"['MNT-02371', 'MNT-06155']"
8138,DESGASTE,2023-12-11T00:00:00,ABIERTA,['102-47-9225'],['MNT-02580']
8139,DESGASTE,2024-07-03T00:00:00,CERRADA,['259-53-0200'],['MNT-14077']
8140,ROTURA,2024-03-09T00:00:00,CERRADA,['880-87-7085'],"['MNT-05193', 'MNT-14801']"
8141,VANDALISMO,2024-06-03T00:00:00,ABIERTA,['703-77-8514'],['MNT-08990']
8142,MAL FUNCIONAMIENTO,2024-05-17T00:00:00,ABIERTA,['189-31-2541'],['MNT-02196']
8143,VANDALISMO,2024-07-06T00:00:00,ABIERTA,['088-72-6336'],['MNT-06195']
8144,VANDALISMO,2024-05-02T00:00:00,ABIERTA,['420-91-4529'],['MNT-10418']
8145,VANDALISMO,2024-05-14T00:00:00,CERRADA,['566-58-2145'],['MNT-09096']
8146,DESGASTE,2024-06-22T00:00:00,CERRADA,['200-55-7119'],['MNT-09906']
8147,MAL FUNCIONAMIENTO,2024-05-02T00:00:00,ABIERTA,['860-72-3281'],['MNT-10023']
8148,ROTURA,2024-03-04T00:00:00,CERRADA,['993-90-0399'],['MNT-12723']
8149,VANDALISMO,2024-04-08T00:00:00,CERRADA,['209-42-7229'],"['MNT-05072', 'MNT-08621']"
